Inventaire?,N° réf,Jeux,Classification ludothèque COL,COL adapté 1,COL adapté 2,Etat,Âge,Duree,Nbre de joueurs,Thème,Prix neuf,Jeton(s),A vendre?,Poids,Nbre de cartes,Dimension cartes,don provenance?,Date d'entrée,trictrac,titre officiel,annee de sortie,illustrateur,image_editeur,auteur,,editeur,description,caractéristique,mécanisme,Commentaires,Année de rentrée,Enfants / Adultes,Manque,Inventaire,dernier inventaire,liens vers video régles
ok,636,undo le printemps des cerisiers,R,ENQ,ENQ,neuf,10+,60 min,2-6,Enquête,11.9,1,,,85,67.5*43.5 (60) 120*80 25,,04 11 2021,,,,léa frohlich,,"lukas zach, michael palm",,gigamic,,,,"plus 3 jetons creeper, 2 jetons boutons par joueurs vide en plus",2021-2022,Adultes,,25 grandes cartes; 60 petites cartes,04/11/2021,https://www.youtube.com/watch?v=wRmy8WFnyFE
,637,Incognito,R,EXP,EXP,neuf,12+,20 min,3-6,Expression,20,2,,,186,66*44 (136); 88*55 (50),,04/09/2021,,,,Zongoh,,Antonin Boccara,,gigamic,,,,,2021-2022,Adultes,,"6 Ardoises, 100 cartes mot, 36 cartes vote, 50 cartes lieu, 6 tuiles numéro, 6 feutres, 1 régle.",03/10/2023,https://www.youtube.com/watch?v=7DtEOAlbas4
ok,637,undo prisonnier du passé,R,ENQ,ENQ,neuf,10+,60 min,2-6,Enquête,11.9,1,,,85,67.5*43.5 (60) 120*80 25,,04 11 2021,,,,léa frohlich,,"lukas zach, michael palm",,gigamic,,,,,2021-2022,Adultes,,25 grandes cartes; 60 petites cartes,04/11/2021,https://www.youtube.com/watch?v=wRmy8WFnyFE
ok,638,undo ruelle pourpre,R,ENQ,ENQ,neuf,10+,60 min,2-6,Enquête,11.9,1,,,85,67.5*43.5 (60) 120*80 25,,04 11 2021,,,,léa frohlich,,"lukas zach, michael palm",,gigamic,,,,,2021-2022,Adultes,,25 grandes cartes; 60 petites cartes,04/11/2021,https://www.youtube.com/watch?v=wRmy8WFnyFE
,639,Colt Super Express,R,REF,REF,,,,,Western,15,1,,,,,,04 11 2021,,,,,,,,,,,,,2021-2022,Adultes,,,,
ok,639,undo le savoir interdit,R,ENQ,ENQ,neuf,10+,60 min,2-6,Enquête,11.9,1,,,85,67.5*43.5 (60) 120*80 25,,04 11 2021,,,,léa frohlich,,"lukas zach, michael palm",,gigamic,,,,,2021-2022,Adultes,,25 grandes cartes; 60 petites cartes,04/11/2021,https://www.youtube.com/watch?v=wRmy8WFnyFE
ok,640,7 wonders architect,R,REF,REF,neuf,8+,25 min,2-7,Antiquité,40,3,,,235,81*55,,01-08-2023,,,,Etienne Hebinger,,Antoine Bauza,,Team repos production,,,,,2021-2022,Adultes,,"238 cartes (7*25; 60 carte ressources) , 7 merveilles en 5 élements, 7 sabots de cartes, 8 coffrets de rangement, 15 jetons progrés, 6 jetons conflit, 28 jetons victoire militaire, 1 pions chat avec socle, 1 régles.",02/10/2023,https://www.youtube.com/watch?v=mAarfGSFdNw
,641,Potion explotion - 6ieme apprenti,R,REF,REF,,,,,,28.5,2,,,,,,,,,,,,,,,,,,,2021-2022,Adultes,,,,
,642,kosmopolit,R,COO,EXP,neuf,10+,6 min,4-8,cuisine,21,2,,,165,88*64,,01-08-2023,,,,,,,,Opla,,,,,2021-2022,Adultes,,"1 bloc note,8 cartes (1 serveuse, 1 maître d'hotel, 6 cuistots), 57 cartes ingrédients, 9 cartes tables, 36 cartes langues, 1 régles, 1 livrets ""le dessous des cartes"".",04-10-2023,https://www.youtube.com/watch?v=zTmgmnP4jTE
ok,643,Pingo pingo,R,ADR,ADR,neuf,6+,15 min,2-5,Aventure,35,2,,,35+82,87*62,,13-03-2022,,,,"igor polouchine, Andréa Fermanstrand,Alexey Yakovlev",,Roberto Fraga,,iello,,,,,2021-2022,Adultes,,"1 livret de regle, 1 pistolet pirate, 1 CD, 10 flechettes, 1 cible space pinguin, 1 cible ours, 2 bases pont suspendu, 1 base plateau pirate,35 cartes point de vie, 82 cartes aventures.",06/11/2025,https://www.youtube.com/watch?v=aSfdyYqYRD4
,644,Akropolis,R,REF,REF,,,,,,27,2,,,,,,01-08-2023,,,,,,,,,,,,,2021-2022,Adultes,,,,
,645,alerte! astéroïdes,R,REF,REF,neuf,8+,,1,Espace,17,1,,,,,,01-08-2023,,,,,,,,Smart games,,,taquin,,2022-2023,Enfants,,"7 tuiles astéroide, 1 tuiles vaisseau, 1 coffret, 1 livret défi/soluions, 1 régles.",02/10/2023,https://www.youtube.com/watch?v=giinycUYSPo
,646,Critical - Fondation,R,COO,EXP,neuf,14+,,2-5,jeu de rôle,32,2,,,106,43*66(60);90*130(46),,16/09/2022,,,,,,,,Gigamic,,,,,2021-2022,Adultes,,"1 présentation JDR, 1 écran MJ, 1 livret présentation S1, 9 épisodes de 30 min, 34 cartes épisode, 4 cartes perso, 8 cartes PNJ, 10 cartes indices, 8 cartes histoire, 23 cartes blessure et état, 19 cartes équipement, 41 jetons, 7 dés 6 8 et 12 faces, 1 feutre,4 portes noms, 4 pochettes, 1 plan, 1 régle.",02/10/2023,
ok,647,Skybridge,R,ADR,ADR,,7+,,2-4,,25,2,,,,,achat bourse kazok,22/10/2022,,,,,,,,,,,,,2022-2023,Adultes," 1 toit orange, 1 bloc de 3 rouge, 1 bloc de 3 blanc","1 régle, un plateau, 44 piéces en 4 couleurs.( 1 blocs de 3, 4 blocs de 2, 4 blocs de 1, 2 tois par couleur)",30/10/2022,
ok,648,mystery house,R,ENQ,ENQ,bon,12+,12+,,,32,2,,,,,achat bourse kazok,22/10/2022,,,,,,,,,,,,neccesite application,2022-2023,Adultes, en plus 22 tuiles lieu.,"1 régle, 1 structure, 1 tutoriel (4 cartes objet, 8 cartes lieu), 2 boites aventure: boites seigneur du labyrinthe 42 tuiles lieu,26 cartes objet .Portrait de famille33 tuiles lieu, 19 cartes object",30/10/2022,https://www.youtube.com/watch?v=J6Hj1Ztt1M4&t=27s
ok,649,retour à tombstone (ext Mystery house),R,ENQ,ENQ,bon,12+,12+,,,13,1,,,,,achat bourse kazok,22/10/2022,,,,,,,,,,,,"neccesite application, extension mystery house",2022-2023,Adultes,,"boite retour à tombstone 36 tuiles lieu, 28 cartes objet..",30/10/2022,
ok,650,Beyond Baker Street,R,ENQ,ENQ,bon,,,,,33,2,,,83,88*57,achat bourse kazok,22/10/2022,,,,Atha Kanaani,,Robin Lees et Steve Mackenzie,,Steven Kimball,,,,,2022-2023,Adultes,,"1 régles, 6 cartes affaire, 24 cartes preuves, 21 cartes personnages, 1 plateau, 28 cartes pistes (8 occasion, 8 mobile, 12 suspect), 4 aides, 3 marqueurs confirmer bleu, 1 marqueur enquête blanc, 1 marqueur holmes rouge.",30/10/2022,https://www.youtube.com/watch?v=_Y_EYC9tD_w
,651,Réservé doublon,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
,652,Réservé doublon,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
,653,Incognito ,,EXP,EXP,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
,654,Réservé doublon,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
,654,Similo Histoire,R,COM,COM,,,,,,12,1,,,,,,,,,,,,,,,,,,,2021-2022,Adultes,,,,
,655,Réservé doublon,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
,656,Réservé doublon,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
,657,Réservé doublon,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
,658,Réservé doublon,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
serait vendu,659,Bacchanales,R,EXP,EXP,,,,,,50,3,oui,,,,,,,,,,,,,,,,,,2022-2023,Adultes,,,,
serait vendu,660,Pour les nuls - le jeu,R,QUE,QUE,,,,,,15,1,oui,,,,,,,,,,,,,,,,,,2022-2023,Adultes,,,,
A vendre,661,Parcours sans risque,R,PAR,PAR,,,,,,15,1,oui,,,,,,,,,,,,,,,,,,2022-2023,Adultes,,,,
,662,Bugers?,R,REF,REF,,,,,,,1,oui,,,,,,,,,,,,,,,,,,2022-2023,Adultes,,,,
vendu,663,"Runebound - ext ""l'ile de la terreur""",R,REF,REF,,,,,,60,3,oui,,,,,,,,,,,,,,,,,,2022-2023,Adultes,,,,
,664,Colorsgame,R,QUE,QUE,Bon,4,,1 - 4,Découverte,10,1,oui,,,5,,,,,,,,,,,,,,date d’entrée : 2015-2016,2022-2023,Enfants,,,,
a vendre,665,Taboo XXL,R,QUE,QUE,,,,,,35,2,oui,,,,,,,,,,,,,,,,,,2022-2023,Adultes,,,,
,666,Keblo,R,COO,EXP,,,,,,13.5,1,,,,,,07-12-2022,,,,,,,,,,,,,2022-2023,Adultes,,,,
ok,667,Splendor Duel,R,REF,REF,neuf,10+,30 min,2,Mediéval,25,2,,,71,44*66,,07-12-2022,,,,Davide TOSELLO,,Marc ANDRE/Bruno CATHALLA,,Space cowboy,,,,,2022-2023,Adultes,,"1 Régle, 67 cartes joallerie, 1 sac, 3 figurines privilege, 25 jetons (4 bleu, 4 blanc, 4 vert, 4 noir, 4 rouge, 2 perles, 3 or) 1 plateau, 4 cartes royal.",12/12/2022,https://www.youtube.com/embed/lqbFyYPTUp0
ok,668,Quetzal,R,REF,REF,neuf,10+,15 min,2-5,,35,2,,,85,44*67,,07-12-2022,,,,Nastya Lehn,,Alexandre Garcia,,Gigamic,,,,,2022-2023,Adultes,,"1 regle, 1 plateau, 75 cartes objet, 5 meeples personnage, 30 meeples équipe, 24 tuiles amélioration, 5 tuiles personnage, 10 isque en bois, 60 piéces d'or, 1 jetons 1er joueur, 1 jeton avion, 10 cartes automate, 1 jeton marché automate, 3 caches éeme et 3eme joueurs.",17/12/2022,https://www.youtube.com/watch?v=rkRhrVcAa6o
ok,669,Monique,R,EXP,EXP,neuf,16+,20 min,3+,,25,2,,,300,,,07-12-2022,,,,,,,,Bakakou,,,,,2022-2023,Adultes,,"1 régle, 264 cartes mot (218 cartes mot simple, 26 cartes trou, 20 cartes mot censuré) 36 cartes moniue dont 9 censuré.",17/12/2022,
ok,670,Unlock ! Game Adventures,R,ENQ,ENQ,neuf,10+,"60 mi,",1-6,enquête,35,2,,,190,,,07-12-2022,,,,,,,,Space cowboy,,,,,2022-2023,Adultes,,"1 livret de régles, 1 tutoriel (10 cartes), 3 histoires (190 cartes), 10 cubes rouges, 1 plan quarantaine, 1 livret solutions",18/12/2022,
ok,671,Unlock ! Extraordinary Adventures,R,ENQ,ENQ,neuf,10+,60 min,1-6,enquête,35,2,,,190,112*61,,07-12-2022,,,,,,,,Space cowboy,,,escape,,2022-2023,Adultes,,"1 livret de régles, 1 tutoriel (10 cartes), 3 histoires (180 cartes), 1 éléments en carton de  4 piéces",17/12/2022,
ok,672,Unlock! Kids : Histoires d'époques,R,ENQ,ENQ,neuf,6+,20 min,1-4,enquête,25,2,,,149,,,07-12-2022,,,,,,,,Space cowboy,,,escape,,2022-2023,Enfants,,"1 livret de régles, 1 tutoriel (11 cartes), 3 histoires (149 cartes), 6 éléments spéciaux, 46 jetons, 1 livret d'indices et solutions.",17/12/2022,
ok,673,Unlock! Kids : Histoire de Détectives,R,ENQ,ENQ,neuf,6+,20 min,1-4,enquête,25,2,,,150,,,07-12-2022,,,,,,,,Space cowboy,,,escape,,2022-2023,Enfants,,"1 livret de régles, 1 tutoriel (11 cartes), 3 histoires (150 cartes), 7 éléments spéciaux, 38 jetons, 1 livret d'indices et solutions.",17/12/2022,
ok,674,Mysterium Kids : Le Trésor du Capitaine Bouh,R,ENQ,ENQ,neuf,6+,21 min,2-6,enquête,30,2,,,78,,,07-12-2022,,,,Olivier Danchin,,Antonin Boccara; Yves Hirschfeld,,Libellud,,,,,2022-2023,Enfants,,"1 régle,1 tambourin, 1 plateau manoir, 1 plateau compte tour, 1 pion lune, 5 jetons fantôme, 78 cartes bruit, 10 tuiles trésor",18/12/2022,https://www.youtube.com/watch?v=Gb8RGLGs6c4
ok,675,Detecteam Family - Le Mystère de la Tarte Disparue,R,ENQ,ENQ,neuf,7+,20 min,2-4,enquête,11,1,,,44,79*220,,07-12-2022,,,,Eugénie Smolenceva,,"Alexander Peshov, Ekaterina Pluzhniova",,Life style,,,escape,,2022-2023,Enfants,,44 cartes,03/10/2023,https://www.youtube.com/watch?v=nV2TTjnZdTM
,676,Le Rallye des Vers de Terre,R,PAR,PAR,neuf,4+,20 min,2-4,,30,2,,,,,,07-12-2022,,,,"Pauline Détraz, Heidemarie Rûttinger",,Carmen Kleinert,,,,,,,2022-2023,Enfants,,"1 grand plateau de eu, 1 petit plateau (fente), 60 morceaux de vers, 1 dé, 4 fixations de plateaux, 4 têtes de ver, 4 fraises, 4 paquerettes.",04-10-2023,https://www.youtube.com/watch?v=po8J7BJrYSM
,677,"1,2,3 Glisse !",R,ADR,ADR,,,,,,20,2,,,,,,07-12-2022,,,,,,,,,,,,,2022-2023,Enfants,,,,
ok,678,Tête-à-Queue,R,REF,REF,neuf,4+,15 min,2-4,,20,2,,,,,,07-12-2022,,,,Irina Pechenkina,,Katrin Adfalter,,gigamic,,,,,2022-2023,Enfants,1 metre en tissu,"1 dé, 1 metre en tissu, 4 attaches (4 en plus), 4 lots de tuiles (1 tête, 1 queue, 8 corps), 4 tuiles dragon, 8 pions ronds, 1 regle.",08-10-2023,https://www.youtube.com/watch?v=FSNM55p4pJc
,679,unlock short aventure donjon de doo arann ,R,ENQ,ENQ,,,,,enquête,9,1,,,,,ludovic,,,,,,,,,,,,escape,,2022-2023,Adultes,,,,
ok,680,unlock short aventure panique en cuisine,R,ENQ,ENQ,bon,10+,30 min,1-6,enquête,9,1,,,30,62*112,ludovic,01-04-2023,,,,Pandaluna,,,,Space Cowboy,,,escape,,2022-2023,Adultes,,"30 cartes, 1 regle en 2 cartes",08-10-2023,
,681,Quarto,R,REF,REF,,,,,bois,240,3,,,,,,01-04-2023,,,,,,,,,,,,,2022-2023,Animations,,,,
,682,Gagne ta maman ! Géant,R,REF,REF,,,,,bois,240,3,,,,,,01-04-2023,,,,,,,,,,,,dédicacé auteur,2022-2023,Animations,,,,
,683,Qawale,R,REF,REF,neuf,8+,15 min,2,,33.5,2,,,,,,10-12-2022,,,,,,"Romain Froger, Didier Lenain-Bragard",,gigamic,,,,,2022-2023,Adultes,,"1 plateau, 8 galets clair, 8 galets foncé, 8 galets orangés, 1 regle",08-10-2023,https://www.youtube.com/watch?v=3Qfl94JXmr8
,684,Colline aux feux follets,R,COO,PAR,neuf,5+,20 min,1-4,,36,2,,,,,,10-12-2022,,,,"Clemnewter, ",,"Jens-peter Schliemann, Bernard Weber",,gigamic,,,,,2022-2023,Enfants,,"1 plateau + 4 supports, 1 plateau arrivée recto/verso, 6 figurines apprenti (bleu), 4 figurine sorciéres( noir), 1 sac, 5 billes( bleu, rouge,jaune,violet, blanc, 1 régle",04-10-2023,https://www.youtube.com/watch?v=_JFb5brgbqg
,685,Cascadia,R,REF,REF,,,,,,35,2,,,,,,18-01-2023,,,,,,,,,,,,,2022-2023,Adultes,,,,
,686,P'tits explorateurs,R,ENQ,ENQ,,,,,enquête,20,2,,,,,,01-06-2023,,,,,,,,,,,,,2022-2023,enfants,,,,
,687,Unlock ! Legendary Adventures,R,ENQ,ENQ,neuf,10+,60 min,1-6,enquête,35,2,,,190,112*61,,04-06-2023,,,,,,,,Space Cowboys,,,escape,,2022-2023,Adultes,,"1 livret de régles, 1 tutoriel (10 cartes), 3 histoires (180 cartes), 2 affiches, 1 livre de solutions",08-10-2023,
ok,688,Clac clac,R,HAS,HAS,neuf,4-8,10 min,2-6,,26.50,2,,,,,,24/09/2023,,,,Stephane Escapa; Markus Wagner,,"Halm Shafir, Koby Ben-aroush",,Gigamic,,,,,2022-2023,enfants,,"36 disques, 1 dé symbole, 1 dé couleur, 1 regle",28/09/2023,https://www.youtube.com/watch?v=FJbwLGQBVWc
ok,689,Pitch Out,R,ADR,ADR,neuf,7+,10 min,2,,20.00,2,,,,,,24/09/2023,,,,laurent nicolas,,adrien charles,,Gigamic,,,,,2022-2023,enfants,,"1 sac de transport, 16 pions, 18 jetons personnage, 5 obstacles, 1 livret de régles.",26/09/2023,Pitch Out expliqué par son auteur ! - YouTube
ok,690,JARDINS D'ORIENT,R,REF,REF,neuf,10+,45 min,2-4,,35.00,2,,,70,102*60,,24/09/2023,,,,Rachance,,Martin Dolezal,,Gigamic,,,,,2022-2023,Adultes,,"1 pagode (4 murs, 4 toits, 4 sommets,4 bases, 16 coins, 1 fleuron, 1 socle central, 1 sol rond) 70 cartes, 1 plateau score, 1 feuillet assemblage, 4 tuiles planification, 12 tuiles bonus, 60 pions ressources (15 par types), 16 marqueurs scores ( 4 par couleurs), 1 regle.",28/09/2023,Jardin d'Orient-La Règle du Jeu- Gigamic - YouTube
ok,691,AVENTURIERS DU RAIL : 15TH ANNIVERSARY,R,PAR,PAR,neuf,8+,30-60 min,2-5,,100.00,3,,,220,86*56,,24/09/2023,,,,Julien Delval,,Alan R.Moon,,Day of wonder,,,,,2022-2023,Adultes,,"1 plateau, 5*45 wagons mini,15 gares, 5 marqueurs score, 1 carte bonus, 1 carte big city, 110 cartes wagons, 108 cartes destinations (46 jeu base, 55 europa 1912,6 extension orient-express,1 ticket to ride), 5 coffres metallique.",29/09/2023,https://www.youtube.com/watch?v=QgX8dwbdiug
ok,692,Secret Identity ,R,EXP,EXP,neuf,10+,30 min,3-8,,27.00,2,,,240,63*90(150*);60*30(90),,24/09/2023,,,,Eliott Riva,,"Johan Benvenuto, Alexandre Droit, évin Jost, Bertrand Roux",,Funnyfox,,,,,2022-2023,Adultes,,"8 coffres forts, 90 carte picto, 150 cartes personnages, 8 clés mystére, 64 clés de vote, 8 marqueurs de score 30, 8 pions de couleurs, 1 plateau central, 1 regle",27/09/2023,https://www.youtube.com/results?sp=mAEB&search_query=regle+de+jeu+secret+identity
ok,693,Turing Machine,R,ENQ,ENQ,neuf,14+,20 min,1-4,,38.00,2,,,143,88*58 (48) 85*85 (95),,24/09/2023,,,,Sebastien Bizos,,"Fabien Gridel, Yoann Levet",,Christian Lemay,,,,,2022-2023,Adultes,,"1 tuile machine, 1 support a cartes perfo, 45 cartes perforées, 48 cartes critéres, 95 cartes vérifications, 1 blocs feuilles de notes, 4 aides ménoires, 1 feutre, 1 régles.",29/08/2023,https://www.youtube.com/watch?v=Zj9L3g620lk
ok,694,Vaalbara,R,REF,REF,neuf,10+,25 min,2-5,,17.50,1,,,111,63*88,,24/09/2023,,,,,,Olivier Cipiere,,Studio H,,,,,2022-2023,Adultes,,"51 cartes territoire, 62 cartes personnage, 75 jetons, 5 aides de jeu, 1 regle",27/09/2023,https://www.youtube.com/watch?v=e0A4EkQaZ2k
ok,695,Roll'n Bump,R,HAS,HAS,neuf,8+,20 min,2-5,,22.50,2,,,49,63*88,,24/09/2023,,,,Bernard Cabarrou,,Louis-nicolas Dozois,,Boom,,,,,2022-2023,Adultes,,"49 cartes, 5 aide de jeu, 5 jeux de 5 dés ( rouge,mauves,verts,aqua,noirs), 1 dés bonus blanc, 1 regle",27/09/2023,https://www.youtube.com/watch?v=9aJQiaSfjeE
ok,696,MIND UP,R,REF,REF,neuf,8+,20 min,3-6,,15.00,1,,,104,58*88,,24/09/2023,,,,Christine Alcouffe,,Maxime Rambourg,,Catch up games,,,,,2022-2023,Adultes,,104 cartes (60 principales numérotée 1 à 60; 30 cartes score; 14 cartes objectif bonus) 1 regle,27/09/2023,https://www.youtube.com/results?search_query=regle+de+jeu+mind+up
ok,697,Dorfromantik,R,COO,REF,neuf,8+,45 min,1-6,,36.90,2,,,31,59*90,,24-09-2023,,,,Paul Riebe,,"Lukas Zach, Michael Palm",,Gigamic,,,,,2022-2023,Adultes,,"48 tuiles paysage, 25 tuiles objectif, 25 jetons objectifs, 1 bloc campagne, 1 bloc score. 5 boites contenants en tout : 32 tuiles, 31 cartes, 8 jetons, 5 pions coeur, 1 socle plastique.",05-10-2023,https://www.youtube.com/watch?v=lJILRxcWeSQ
ok,698,Sur les traces de Darwin,R,REF,REF,neuf,8+,30 min,2-5,,33.90,2,,,,,,24/09/2023,,,,Maud Briand; David Sitbon,,"Grégory Grard, Mathieu Verdier",,gigamic,,,,,2022-2023,Adultes,,"1 plateau voyage, 5 carnets naturaliste, 69 tuiles personnages et animaux, 28 tuiles théorie, 1 pion Beagle, 1 pion Darwin, 41 jetons divers, 1 sac en tissu, 1 carnet score, 1 livret de régles, 1 appendice.",25/09/2023,https://www.youtube.com/watch?v=HL57V0InVDY
ok,699,D'Orge et de Blé,R,REF,REF,neuf,10+,30 min,2,,28.50,2,,,60,57*88,,24/09/2023,,,,michael Menzet,,Scott Almes,,gigamic,,,,2 cartes avec erreurs remplacées,2022-2023,Adultes,,"60 cartes (30 bieres/30 pains) 1 plateau, 84 pions ressources ( 18 eau bleu, 18 blé jaune, 18 orge marron, 15 seigle beige, 15 houblon vert), 1 marqueur année blanc, 1 bloc score, 1 moulin, 1 regles.",26/09/2023,https://www.youtube.com/watch?v=kYgRv8ODuSk
ok,700,Bubble stories,R,ENQ,ENQ,neuf,4+,10 min,1-2,,10,1,,,72,65*250,,08-04-2023,,,,Simon Douchy,,Matthew Dunstan,,blue orange,,,Escape,,2022-2023,Enfants,,"72 cartes (6 verte tuto, 20 orange, 22 violet, 24 bleu) 1 régle",02/10/2023,https://www.youtube.com/watch?v=vudV5H30jL4
ok,701,Cheese master,R,ASS,ASS,neuf,8+,10 min,2-8,,14,1,,,40,60*60,,08-04-2023,,,,Biboun,,"Alexandre Droit, Johan Benvenuto",,Iello,,,,,2022-2023,Enfants,,"40 cartes, 7 pions meule, 6 dés, 1 regles",02/10/2023,https://www.youtube.com/watch?v=HRAlsxechJM
ok,702,Détective charlie,R,ENQ,ENQ,neuf,7+,25 min,1-5,,22,2,,,122,61*112,,08-04-2023,,,,Piper Thibodeau,,Théo Riviere,,Loki kids,,,Escape,,2022-2023,Enfants,,"1 dé, 6 enveloppes coupables avec cartes, 1 pions + socle, 1 commisariat (boite de jeu), 1 montre, 1 carnet de detective, 6 paquets enquête (1 carte enquête, 8 cartes témoin, 8 cartes suspect, 2-3 cartes preuve) 1 régle.",03/10/2023,https://www.youtube.com/watch?v=cX2PfsRIO2A
ok,703,Flash back zombie kid,R,ENQ,ENQ,neuf,7+,30 min,1-4,,25,2,,,110,120*80(80);65*40(30),,08-04-2023,,,,Laure de Chateaubourg; jennifer Mati; Michel Verdu,,Baptiste Derrez; Marc Antoine Doyon,,Scorpion masqué,,,,,2022-2023,Enfants,,"80 cartes histoire, 30 cartes spéciale, 2 enveloppes, 1 boite, 1 lampe bleu, 1 paire lunettes 3D, 1 boussole, 1 regle.",03/10/2023,https://www.youtube.com/watch?v=vZSHYgbaniQ
ok,704,Kids chronicles: la quête des pierres de lunes,R,ENQ,ENQ,abimé,7+,30-45,1-4,,22,2,,,61,88*58 (21);68*44(40),,08-08-2023,,,,"Chanon Torncharonensri;Whihoon lee, Maryna Nesterova",,David Cicurel,,Lucky Duck,,,,plateau déchiré,2022-2023,Enfants,,"1 plateau recto/verso, 21 cartes perso, 40 cartes obet, 1 régle.",04-10-2023,https://www.youtube.com/watch?v=SL9CYu4JjmI
ok,705,after us,R,REF,REF,neuf,14+,45,1-6,,40.5,3,,,174,63.5*88,,04-08-2024,,,,Vincent Dutrait,,Florian Sirieix,,Catch up games,,,,,2023-2024,Adultes,,"1 plateau de jeu, 6 plateaux perso, 12 marqueurs perso, 24 jetons action, 48 cartes de départ, 120 cartes tribu, 120 jetons nourriture (40 fleurs, 40 fruits, 40 graines), 47 etons energie, 7 tuiles objet, 6 aide de jeu, 1 régles, 1 feuillet mode solo.",08-04-2024,Ludochrono - After Us - YouTube
ok,706,tossit,R,ADR,ADR,neuf,7+,,2,,35.9,2,,,,,,14-04-2024,,,,,,,,,,,,,2023-2024,Enfants,,"1 sac de transport, 7 flechettes ventouse",14-04-2024,
ok,707,mon puzzle aventure - dragon,R,ENQ,ENQ,neuf,5+,30,1+,,18.9,1,,,,,,14-04-2024,,,,Arnaud Boutle,,"Antonin Boccara, Romaric Galonnier",,Game flow,,,,,2023-2024,Enfants,,"42 piéces, 1 régle",14-04-2024,https://www.youtube.com/watch?v=LZeQrlz8SPk
ok,708,Turbo kidz,R,PAR,PAR,neuf,7+,15,2-6,,22.95,2,,,,,,14-04-2024,,,,Nikao et Rémy Tornior,,Emmanuel Gauvain,,Scorpion masqué,,,,,2023-2024,Enfants,,"16 plateaux R/V, 2 masques tissu, 2 marqueurs, 6 cartes voiture, 1 gabarit bombe, 1 gabarit corde, 2 chiffons, 1 régle",14/04/2024,https://www.youtube.com/watch?v=oDO-e5XgDgM
,709,Dauphin le 9ieme passager,R,EQU,EXP,,,,,,24.9,2,,,,,,14-04-2024,,,,,,,,,,,,,2023-2024,Adultes,,,,
,710,unlock supernatural aventure,R,ENQ,ENQ,,,,,,35,2,,,,,,14-04-2024,,,,,,,,,,,,,2023-2024,Adultes,,,,
ok,711,Faraway,R,COM,COM,neuf,10+,25,2-6,,20,2,,,113,70*70(68); 68*44(45),,14-04-2024,,,,Maxime Morin,,"Maxime Goupy, Corentin Lebrat",,Cathup games,,,,,2023-2024,Adultes,,"68 cartes région, 45 cartes sanctuaire, 1 carnet de score, 1 régle",14-04-2024,Ludochrono - Faraway - YouTube
ok,712,0 à 100,R,EQU,QUE,neuf,12+,15,2-12,,13.5,1,,,167,64*40,,14-04-2024,,,,Thiebault Courot,,Antonin Boccara,,Scorpion masqué,,,,,2023-2024,Adultes,,"158 cartes Q/R, 1 cartes départ, 9 cartes pouvoir, 1 régle",14-04-2024,https://www.youtube.com/watch?v=-v6bTHkMVDU
,713,shut the box,R,HAS,HAS,,,,,Bois,15,1,,,,,,14-04-2024,,,,,,,,,,,,,2023-2024,Animations,,,,
,714,shut the box à 4,R,HAS,HAS,,,,,Bois,15,1,,,,,,14-04-2024,,,,,,,,,,,,,2023-2024,Animations,,,,
,715,trio ,R,EQU,COM,,,,,,11.9,1,,,,,,14-04-2024,,,,,,,,,,,,,2023-2024,Adultes,,,,
ok,716,mini bowling,R,ADR,ADR,neuf,7+,,,,10,1,,,,,,14-04-2024,,,,,,,,Mister Gadget,,,,,2023-2024,Enfants,,"1 piste, 1 lanceur, 1 bille métal, 9 quilles",,
,717,bubble stories vacances,R,ENQ,ENQ,,,,,,10.9,1,,,,,,14-04-2024,,,,,,,,,,,,,2023-2024,Enfants,,,,
,718,Shuffle Puck Mango 90 cm,R,ADR,ADR,,,,,Bois,90,3,,,,,,14-04-2024,,,,,,,,,,,,,2023-2024,Animations,,,,
,719,Tour coopérative Pro,A,COO,COS,,,,,Bois,94,3,,,,,,14-04-2024,,,,,,,,,,,,,2023-2024,Animations,,,,
,720,Parcours coopératif,R,COO,PAR,,,,,Bois,202,3,,,,,,14-04-2024,,,,,,,,,,,,,2023-2024,Animations,,,,
,721,CORNHOLE VINYLE TRANSPARENT,R,ADR,ADR,,,,,Bois,241,3,,,,,,14-04-2024,,,,,,,,,,,,,2023-2024,Animations,,,,
,722,Jeu de l'anneau - Duel,R,ADR,ADR,,,,,Bois,30,2,,,,,,14-04-2024,,,,,,,,,,,,,2023-2024,Animations,,,,
,723,Speed Ball ,R,ADR,ADR,,,,,Bois,170,3,,,,,,14-04-2024,,,,,,,,,,,,,2023-2024,Animations,,,,
,724,Jeu des batonnets,R,REF,REF,,,,,Bois,75,3,,,,,,14-04-2024,,,,,,,,,,,,,2023-2024,Animations,,,,
,725,Planche à clous,R,ADR,ADR,,,,,Bois,230,3,,,,,,14-04-2024,,,,,,,,,,,,,2023-2024,Animations,,,,
